FY,Month Grouping,Month (abbv),Region,Field Office,State,Port of Entry,Mode of Transportation,Measure Name,Category,Count
2022,FYTD,JUN,Coastal/Interior,LOS ANGELES,CA,VAN NUYS AIRPORT (2788),Air,Travelers,Air,628
2022,FYTD,JUN,Coastal/Interior,LOS ANGELES,NV,"LAS VEGAS, NV (2722)",Air,Conveyances,Air,509
2022,FYTD,JUN,Coastal/Interior,LOS ANGELES,NV,"LAS VEGAS, NV (2722)",Air,Travelers,Air,68459
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"FORT PIERCE, FL (5205)",Air,Conveyances,Air,544
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"FORT PIERCE, FL (5205)",Air,Travelers,Air,2288
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,FT LAUDERDALE INTL AIRPT (5210),Air,Conveyances,Air,3363
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,FT LAUDERDALE INTL AIRPT (5210),Air,Travelers,Air,240084
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"KEY WEST, FL (5202)",Air,Conveyances,Air,45
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"KEY WEST, FL (5202)",Air,Travelers,Air,141
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,MARATHON INTL ARPT (5281),Air,Conveyances,Air,17
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,MARATHON INTL ARPT (5281),Air,Travelers,Air,95
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,MIAMI INTL AIRPORT (5206),Air,Conveyances,Air,8518
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,MIAMI INTL AIRPORT (5206),Air,Travelers,Air,874716
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"WEST PALM BEACH, FL (5204)",Air,Conveyances,Air,702
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,"WEST PALM BEACH, FL (5204)",Air,Travelers,Air,4531
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,WITHAM FIELD GAF (SUA) (5283),Air,Conveyances,Air,124
2022,FYTD,JUN,Coastal/Interior,MIAMI,FL,WITHAM FIELD GAF (SUA) (5283),Air,Travelers,Air,496
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"BIRMINGHAM, AL (1904)",Air,Conveyances,Air,29
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"BIRMINGHAM, AL (1904)",Air,Travelers,Air,183
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"HUNTSVILLE, AL (1910)",Air,Conveyances,Air,6
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"HUNTSVILLE, AL (1910)",Air,Travelers,Air,26
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"MOBILE, AL (1901)",Air,Conveyances,Air,6
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AL,"MOBILE, AL (1901)",Air,Travelers,Air,20
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AR,"LITTLE ROCK, AR (2003)",Air,Conveyances,Air,9
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AR,"LITTLE ROCK, AR (2003)",Air,Travelers,Air,28
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AR,ROGERS MUNICIPAL AIRPORT (2084),Air,Conveyances,Air,11
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,AR,ROGERS MUNICIPAL AIRPORT (2084),Air,Travelers,Air,56
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"BATON ROUGE, LA (2004)",Air,Conveyances,Air,5
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"BATON ROUGE, LA (2004)",Air,Travelers,Air,37
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"MORGAN CITY, LA (2001)",Air,Conveyances,Air,1
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"MORGAN CITY, LA (2001)",Air,Travelers,Air,1
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"NEW ORLEANS, LA (2002)",Air,Conveyances,Air,136
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,"NEW ORLEANS, LA (2002)",Air,Travelers,Air,8921
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,SHREVEPORT/BOSSIER CITY (2018),Air,Conveyances,Air,1
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,LA,SHREVEPORT/BOSSIER CITY (2018),Air,Travelers,Air,2
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,MS,"GULFPORT, MS (1902)",Air,Conveyances,Air,3
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,MS,"GULFPORT, MS (1902)",Air,Travelers,Air,17
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"CHATTANOOGA, TN (2008)",Air,Conveyances,Air,11
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"CHATTANOOGA, TN (2008)",Air,Travelers,Air,56
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"MEMPHIS, TN (2006)",Air,Conveyances,Air,471
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"MEMPHIS, TN (2006)",Air,Travelers,Air,1879
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"NASHVILLE, TN (2007)",Air,Conveyances,Air,87
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,"NASHVILLE, TN (2007)",Air,Travelers,Air,8042
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,PORT OF TRI-CITIES (2027),Air,Conveyances,Air,3
2022,FYTD,JUN,Coastal/Interior,NEW ORLEANS,TN,PORT OF TRI-CITIES (2027),Air,Travelers,Air,13
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NJ,"MORRISTOWN AIRPORT, NJ (4681)",Air,Conveyances,Air,65
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NJ,"MORRISTOWN AIRPORT, NJ (4681)",Air,Travelers,Air,381
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NJ,NEW YORK/NEWARK AREA (4601),Air,Conveyances,Air,3985
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NJ,NEW YORK/NEWARK AREA (4601),Air,Travelers,Air,543654
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NY,JOHN F KENNEDY AIRPORT (4701),Air,Conveyances,Air,6548
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NY,JOHN F KENNEDY AIRPORT (4701),Air,Travelers,Air,1234387
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NY,"NEW YORK, NY (1001)",Air,Conveyances,Air,293
2022,FYTD,JUN,Coastal/Interior,NEW YORK,NY,"NEW YORK, NY (1001)",Air,Travelers,Air,4038
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,FRESNO YOSEMITE AIRPORT (2882),Air,Conveyances,Air,104
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,FRESNO YOSEMITE AIRPORT (2882),Air,Travelers,Air,13575
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,"OAKLAND, CA (2811)",Air,Conveyances,Air,101
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,"OAKLAND, CA (2811)",Air,Travelers,Air,13462
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SACRAMENTO INT AIRPORT (2835),Air,Conveyances,Air,107
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SACRAMENTO INT AIRPORT (2835),Air,Travelers,Air,14537
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SAN FRANCISCO INTL AIRPT (2801),Air,Conveyances,Air,1952
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SAN FRANCISCO INTL AIRPT (2801),Air,Travelers,Air,427993
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,"SAN FRANCISCO, CA (2809)",Air,Conveyances,Air,14
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,"SAN FRANCISCO, CA (2809)",Air,Travelers,Air,87
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SAN JOSE INTL AIRPORT (2834),Air,Conveyances,Air,186
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,CA,SAN JOSE INTL AIRPORT (2834),Air,Travelers,Air,18631
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,GU,GUAM (3207),Air,Conveyances,Air,341
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,GU,GUAM (3207),Air,Travelers,Air,46887
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,"HILO, HI (3202)",Air,Conveyances,Air,1
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,"HILO, HI (3202)",Air,Travelers,Air,2
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,HONOLULU INTL AIRPRT (3205),Air,Conveyances,Air,384
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,HONOLULU INTL AIRPRT (3205),Air,Travelers,Air,58826
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,"KAHULUI, HI (3203)",Air,Conveyances,Air,3
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,"KAHULUI, HI (3203)",Air,Travelers,Air,20
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,KONA HI (3206),Air,Conveyances,Air,4
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,HI,KONA HI (3206),Air,Travelers,Air,29
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,MP,ROTA (3213),Air,Conveyances,Air,9
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,MP,ROTA (3213),Air,Travelers,Air,76
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,MP,SAIPAN (3211),Air,Conveyances,Air,135
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,MP,SAIPAN (3211),Air,Travelers,Air,14717
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,NV,"RENO, NV (2833)",Air,Conveyances,Air,32
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,NV,"RENO, NV (2833)",Air,Travelers,Air,2561
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,UT,"SALT LAKE CITY, UT (3303)",Air,Conveyances,Air,294
2022,FYTD,JUN,Coastal/Interior,SAN FRANCISCO,UT,"SALT LAKE CITY, UT (3303)",Air,Travelers,Air,51283
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"AGUADILLA, PR (4901)",Air,Conveyances,Air,227
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"AGUADILLA, PR (4901)",Air,Travelers,Air,522
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"FAJARDO, PR (4904)",Air,Conveyances,Air,11
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"FAJARDO, PR (4904)",Air,Travelers,Air,30
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"PONCE, PR (4908)",Air,Conveyances,Air,1
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"PONCE, PR (4908)",Air,Travelers,Air,2
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,SAN JUAN INTL AIRPORT (4913),Air,Conveyances,Air,1386
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,SAN JUAN INTL AIRPORT (4913),Air,Travelers,Air,54594
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"SAN JUAN, PR (4909)",Air,Conveyances,Air,111
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"SAN JUAN, PR (4909)",Air,Travelers,Air,402
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,PR,"SAN JUAN, PR (4909)",Land,Conveyances,Passenger Vehicles,533
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,"CHARLOTTE AMALIE, VI (5101)",Air,Conveyances,Air,172
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,"CHARLOTTE AMALIE, VI (5101)",Air,Travelers,Air,1267
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,"CHRISTIANSTED, VI (5104)",Air,Conveyances,Air,25
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,"CHRISTIANSTED, VI (5104)",Air,Travelers,Air,309
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,ST. CROIX (PRE-INSPECTION) (7404),Air,Conveyances,Air,220
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,ST. CROIX (PRE-INSPECTION) (7404),Air,Travelers,Air,18491
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,ST. THOMAS (PRE-INSPECTION) (7401),Air,Conveyances,Air,783
2022,FYTD,JUN,Coastal/Interior,SAN JUAN,VI,ST. THOMAS (PRE-INSPECTION) (7401),Air,Travelers,Air,70307
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,DAYTONA BEACH INT'L AIRP (1884),Air,Conveyances,Air,22
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,DAYTONA BEACH INT'L AIRP (1884),Air,Travelers,Air,82
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,FORT MYERS (1822),Air,Conveyances,Air,32
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,FORT MYERS (1822),Air,Travelers,Air,2756
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"JACKSONVILLE, FL (1803)",Air,Conveyances,Air,80
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"JACKSONVILLE, FL (1803)",Air,Travelers,Air,420
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,LEESBURG REGIONAL AIRPT (1887),Air,Conveyances,Air,5
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,LEESBURG REGIONAL AIRPT (1887),Air,Travelers,Air,23
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,MELBOURNE REG AIRPORT (1885),Air,Conveyances,Air,109
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,MELBOURNE REG AIRPORT (1885),Air,Travelers,Air,16679
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,NAPLES MUNICIPAL AIRPORT (USER FEE) (1880),Air,Conveyances,Air,87
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,NAPLES MUNICIPAL AIRPORT (USER FEE) (1880),Air,Travelers,Air,435
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,NOT ACTIVE (1881),Air,Conveyances,Air,18
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,NOT ACTIVE (1881),Air,Travelers,Air,117
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ORLANDO EXECUTIVE AIRPT (1888),Air,Conveyances,Air,61
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ORLANDO EXECUTIVE AIRPT (1888),Air,Travelers,Air,257
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ORLANDO SANFORD AIRPORT (1809),Air,Conveyances,Air,50
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ORLANDO SANFORD AIRPORT (1809),Air,Travelers,Air,1116
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"ORLANDO, FL (1808)",Air,Conveyances,Air,1318
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"ORLANDO, FL (1808)",Air,Travelers,Air,197875
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"PENSACOLA, FL (1819)",Air,Conveyances,Air,12
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"PENSACOLA, FL (1819)",Air,Travelers,Air,71
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,SARASOTA BRADENTON AIRPT (1883),Air,Conveyances,Air,47
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,SARASOTA BRADENTON AIRPT (1883),Air,Travelers,Air,269
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ST AUGUSTINE ARPT UFA (1889),Air,Conveyances,Air,56
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,ST AUGUSTINE ARPT UFA (1889),Air,Travelers,Air,300
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"ST. PETERSBURG, FL (1814)",Air,Conveyances,Air,60
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"ST. PETERSBURG, FL (1814)",Air,Travelers,Air,875
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"TAMPA, FL (1801)",Air,Conveyances,Air,342
2022,FYTD,JUN,Coastal/Interior,TAMPA,FL,"TAMPA, FL (1801)",Air,Travelers,Air,29551
2022,FYTD,JUN,Northern Border,BOSTON,CT,"BRIDGEPORT, CT (0410)",Air,Conveyances,Air,5
2022,FYTD,JUN,Northern Border,BOSTON,CT,"BRIDGEPORT, CT (0410)",Air,Travelers,Air,14
2022,FYTD,JUN,Northern Border,BOSTON,CT,"HARTFORD, CT (0411)",Air,Conveyances,Air,40
2022,FYTD,JUN,Northern Border,BOSTON,CT,"HARTFORD, CT (0411)",Air,Travelers,Air,1882
2022,FYTD,JUN,Northern Border,BOSTON,CT,"NEW HAVEN, CT (0412)",Air,Conveyances,Air,7
2022,FYTD,JUN,Northern Border,BOSTON,CT,"NEW HAVEN, CT (0412)",Air,Travelers,Air,33
2022,FYTD,JUN,Northern Border,BOSTON,CT,"NEW LONDON, CT (0413)",Air,Conveyances,Air,3
2022,FYTD,JUN,Northern Border,BOSTON,CT,"NEW LONDON, CT (0413)",Air,Travelers,Air,15
2022,FYTD,JUN,Northern Border,BOSTON,MA,"BOSTON, MA (0401)",Land,Travelers,Passenger Vehicles,7
2022,FYTD,JUN,Northern Border,BOSTON,MA,"GLOUCESTER, MA (0404)",Air,Conveyances,Air,7
2022,FYTD,JUN,Northern Border,BOSTON,MA,"GLOUCESTER, MA (0404)",Air,Travelers,Air,40
2022,FYTD,JUN,Northern Border,BOSTON,MA,HANSCOM USER FEE AIRPORT (0481),Air,Conveyances,Air,180
2022,FYTD,JUN,Northern Border,BOSTON,MA,HANSCOM USER FEE AIRPORT (0481),Air,Travelers,Air,1004
2022,FYTD,JUN,Northern Border,BOSTON,MA,"LOGAN AIRPORT, MA (0417)",Air,Conveyances,Air,1468
2022,FYTD,JUN,Northern Border,BOSTON,MA,"LOGAN AIRPORT, MA (0417)",Air,Travelers,Air,250569
2022,FYTD,JUN,Northern Border,BOSTON,MA,"SPRINGFIELD, MA (0402)",Air,Conveyances,Air,1
2022,FYTD,JUN,Northern Border,BOSTON,MA,"SPRINGFIELD, MA (0402)",Air,Travelers,Air,3
2022,FYTD,JUN,Northern Border,BOSTON,MA,"WORCESTER, MA (0403)",Air,Conveyances,Air,1
2022,FYTD,JUN,Northern Border,BOSTON,MA,"WORCESTER, MA (0403)",Air,Travelers,Air,4
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BANGOR, ME (0102)",Air,Conveyances,Air,305
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BANGOR, ME (0102)",Air,Travelers,Air,1596
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BAR HARBOR, ME (0112)",Land,Conveyances,Passenger Vehicles,876
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BAR HARBOR, ME (0112)",Land,Travelers,Passenger Vehicles,1740
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BAR HARBOR, ME (0112)",Land,Travelers,Pedestrians,208
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BRIDGEWATER, ME (0127)",Land,Conveyances,Passenger Vehicles,1248
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BRIDGEWATER, ME (0127)",Land,Conveyances,Trucks,360
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BRIDGEWATER, ME (0127)",Land,Travelers,Passenger Vehicles,1973
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BRIDGEWATER, ME (0127)",Land,Travelers,Pedestrians,4
2022,FYTD,JUN,Northern Border,BOSTON,ME,"BRIDGEWATER, ME (0127)",Land,Travelers,Trucks,345
2022,FYTD,JUN,Northern Border,BOSTON,ME,"CALAIS, ME (0115)",Land,Conveyances,Passenger Vehicles,30436
2022,FYTD,JUN,Northern Border,BOSTON,ME,"CALAIS, ME (0115)",Land,Conveyances,Trucks,5250
2022,FYTD,JUN,Northern Border,BOSTON,ME,"CALAIS, ME (0115)",Land,Travelers,Passenger Vehicles,49456
2022,FYTD,JUN,Northern Border,BOSTON,ME,"CALAIS, ME (0115)",Land,Travelers,Pedestrians,812
2022,FYTD,JUN,Northern Border,BOSTON,ME,"CALAIS, ME (0115)",Land,Travelers,Trucks,5569
2022,FYTD,JUN,Northern Border,BOSTON,ME,"EASTPORT, ME (0103)",Land,Conveyances,Passenger Vehicles,9368
2022,FYTD,JUN,Northern Border,BOSTON,ME,"EASTPORT, ME (0103)",Land,Conveyances,Trucks,168
2022,FYTD,JUN,Northern Border,BOSTON,ME,"EASTPORT, ME (0103)",Land,Travelers,Passenger Vehicles,14673
2022,FYTD,JUN,Northern Border,BOSTON,ME,"EASTPORT, ME (0103)",Land,Travelers,Pedestrians,19
2022,FYTD,JUN,Northern Border,BOSTON,ME,"EASTPORT, ME (0103)",Land,Travelers,Trucks,193
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Air,Conveyances,Air,7
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Air,Travelers,Air,19
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Land,Conveyances,Passenger Vehicles,3933
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Land,Conveyances,Trucks,663
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Land,Travelers,Passenger Vehicles,6194
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Land,Travelers,Pedestrians,17
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT FAIRFIELD, ME (0107)",Land,Travelers,Trucks,659
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT KENT, ME (0110)",Land,Conveyances,Passenger Vehicles,4385
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT KENT, ME (0110)",Land,Conveyances,Trucks,790
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT KENT, ME (0110)",Land,Travelers,Passenger Vehicles,6222
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT KENT, ME (0110)",Land,Travelers,Pedestrians,24
2022,FYTD,JUN,Northern Border,BOSTON,ME,"FORT KENT, ME (0110)",Land,Travelers,Trucks,779
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Air,Conveyances,Air,1
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Air,Travelers,Air,2
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Land,Conveyances,Passenger Vehicles,9628
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Land,Conveyances,Trucks,7694
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Land,Travelers,Passenger Vehicles,17471
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Land,Travelers,Pedestrians,535
2022,FYTD,JUN,Northern Border,BOSTON,ME,"HOULTON, ME (0106)",Land,Travelers,Trucks,8213
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Air,Conveyances,Air,7
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Air,Travelers,Air,11
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Land,Conveyances,Passenger Vehicles,10539
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Land,Conveyances,Trucks,5216
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Land,Travelers,Passenger Vehicles,21100
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Land,Travelers,Pedestrians,512
2022,FYTD,JUN,Northern Border,BOSTON,ME,"JACKMAN, ME (0104)",Land,Travelers,Trucks,5274
2022,FYTD,JUN,Northern Border,BOSTON,ME,"LIMESTONE, ME (0118)",Land,Conveyances,Passenger Vehicles,541
2022,FYTD,JUN,Northern Border,BOSTON,ME,"LIMESTONE, ME (0118)",Land,Conveyances,Trucks,168
2022,FYTD,JUN,Northern Border,BOSTON,ME,"LIMESTONE, ME (0118)",Land,Travelers,Passenger Vehicles,769
2022,FYTD,JUN,Northern Border,BOSTON,ME,"LIMESTONE, ME (0118)",Land,Travelers,Pedestrians,57
2022,FYTD,JUN,Northern Border,BOSTON,ME,"LIMESTONE, ME (0118)",Land,Travelers,Trucks,169
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Air,Conveyances,Air,1
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Air,Travelers,Air,1
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Land,Conveyances,Passenger Vehicles,13298
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Land,Conveyances,Trucks,96
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Land,Travelers,Passenger Vehicles,18132
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Land,Travelers,Pedestrians,149
2022,FYTD,JUN,Northern Border,BOSTON,ME,"MADAWASKA, ME (0109)",Land,Travelers,Trucks,93
2022,FYTD,JUN,Northern Border,BOSTON,ME,"PORTLAND, ME (0101)",Air,Conveyances,Air,45
2022,FYTD,JUN,Northern Border,BOSTON,ME,"PORTLAND, ME (0101)",Air,Travelers,Air,229
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VAN BUREN, ME (0108)",Land,Conveyances,Passenger Vehicles,5076
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VAN BUREN, ME (0108)",Land,Conveyances,Trucks,1916
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VAN BUREN, ME (0108)",Land,Travelers,Passenger Vehicles,7211
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VAN BUREN, ME (0108)",Land,Travelers,Pedestrians,104
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VAN BUREN, ME (0108)",Land,Travelers,Trucks,1937
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VANCEBORO, ME (0105)",Land,Conveyances,Passenger Vehicles,964
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VANCEBORO, ME (0105)",Land,Conveyances,Trucks,86
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VANCEBORO, ME (0105)",Land,Travelers,Passenger Vehicles,1420
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VANCEBORO, ME (0105)",Land,Travelers,Pedestrians,14
2022,FYTD,JUN,Northern Border,BOSTON,ME,"VANCEBORO, ME (0105)",Land,Travelers,Trucks,86
2022,FYTD,JUN,Northern Border,BOSTON,NH,MANCHESTER AIRPORT (0182),Air,Conveyances,Air,11
2022,FYTD,JUN,Northern Border,BOSTON,NH,MANCHESTER AIRPORT (0182),Air,Travelers,Air,39
