FY,Month Grouping,Month (abbv),Region,Field Office,State,Port of Entry,Mode of Transportation,Measure Name,Category,Count
2023,FYTD,OCT,Southern Border,TUCSON,AZ,"SASABE, AZ (2606)",Land,Travelers,Pedestrians,18
2023,FYTD,OCT,Southern Border,TUCSON,AZ,SCOTTSDALE USER FEE ARPT (2681),Air,Conveyances,Air,196
2023,FYTD,OCT,Southern Border,TUCSON,AZ,SCOTTSDALE USER FEE ARPT (2681),Air,Travelers,Air,1057
2023,FYTD,OCT,Southern Border,TUCSON,AZ,"TUCSON, AZ (2609)",Air,Conveyances,Air,176
2023,FYTD,OCT,Southern Border,TUCSON,AZ,"TUCSON, AZ (2609)",Air,Travelers,Air,724
2023,FYTD,OCT,Southern Border,TUCSON,AZ,WILLIAMS GATEWAY AIRPORT (2682),Air,Conveyances,Air,8
2023,FYTD,OCT,Southern Border,TUCSON,AZ,WILLIAMS GATEWAY AIRPORT (2682),Air,Travelers,Air,32
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"ATLANTA, GA (1704)",Air,Conveyances,Air,2459
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"ATLANTA, GA (1704)",Air,Travelers,Air,499107
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"BRUNSWICK, GA (1701)",Air,Conveyances,Air,5
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"BRUNSWICK, GA (1701)",Air,Travelers,Air,27
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,MYRTLE BEACH INTL AIRPOR (1681),Air,Conveyances,Air,6
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,MYRTLE BEACH INTL AIRPOR (1681),Air,Travelers,Air,21
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"SAVANNAH, GA (1703)",Air,Conveyances,Air,31
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,"SAVANNAH, GA (1703)",Air,Travelers,Air,167
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,SOUTH ATLANTIC CMC (1700),Air,Conveyances,Air,6
2023,FYTD,SEP,Coastal/Interior,ATLANTA,GA,SOUTH ATLANTIC CMC (1700),Air,Travelers,Air,42
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"CHARLOTTE, NC (1512)",Air,Conveyances,Air,597
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"CHARLOTTE, NC (1512)",Air,Travelers,Air,109812
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"DURHAM, NC (1503)",Air,Conveyances,Air,107
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"DURHAM, NC (1503)",Air,Travelers,Air,15067
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"WILMINGTON, NC (1501)",Air,Conveyances,Air,32
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"WILMINGTON, NC (1501)",Air,Travelers,Air,187
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"WINSTON-SALEM, NC (1502)",Air,Conveyances,Air,12
2023,FYTD,SEP,Coastal/Interior,ATLANTA,NC,"WINSTON-SALEM, NC (1502)",Air,Travelers,Air,58
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,"CHARLESTON, SC (1601)",Air,Conveyances,Air,38
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,"CHARLESTON, SC (1601)",Air,Travelers,Air,198
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,"COLUMBIA, SC (1604)",Air,Conveyances,Air,6
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,"COLUMBIA, SC (1604)",Air,Travelers,Air,48
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,GREER (1608),Air,Conveyances,Air,60
2023,FYTD,SEP,Coastal/Interior,ATLANTA,SC,GREER (1608),Air,Travelers,Air,305
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,DE,"WILMINGTON, DE (1103)",Air,Conveyances,Air,37
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,DE,"WILMINGTON, DE (1103)",Air,Travelers,Air,405
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,MD,"BALTIMORE, MD (1303)",Air,Travelers,Air,2
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,MD,BWI AIRPORT (1305),Air,Conveyances,Air,321
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,MD,BWI AIRPORT (1305),Air,Travelers,Air,41635
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,NJ,"USR FEE,ATLANTIC CITY,NJ (1182)",Air,Conveyances,Air,8
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,NJ,"USR FEE,ATLANTIC CITY,NJ (1182)",Air,Travelers,Air,46
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,NJ,"USR FEE,TRENTN/MERCER,NJ (1183)",Air,Conveyances,Air,49
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,NJ,"USR FEE,TRENTN/MERCER,NJ (1183)",Air,Travelers,Air,310
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"ALLENTOWN, PA (1119)",Air,Conveyances,Air,8
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"ALLENTOWN, PA (1119)",Air,Travelers,Air,23
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"HARRISBURG, PA (1109)",Air,Conveyances,Air,15
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"HARRISBURG, PA (1109)",Air,Travelers,Air,60
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,PHILA. INTL. AIRPORT (1108),Air,Conveyances,Air,611
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,PHILA. INTL. AIRPORT (1108),Air,Travelers,Air,114384
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"PHILADELPHIA, PA (1101)",Air,Conveyances,Air,5
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"PHILADELPHIA, PA (1101)",Air,Travelers,Air,18
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"PITTSBURGH, PA (1104)",Air,Conveyances,Air,57
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"PITTSBURGH, PA (1104)",Air,Travelers,Air,5093
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"WILKES-BARRE/SCRANTON,PA (1106)",Air,Conveyances,Air,1
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,PA,"WILKES-BARRE/SCRANTON,PA (1106)",Air,Travelers,Air,5
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"ALEXANDRIA, VA (5402)",Air,Conveyances,Air,28
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"ALEXANDRIA, VA (5402)",Air,Travelers,Air,167
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"NORFOLK, VA (1401)",Air,Conveyances,Air,17
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"NORFOLK, VA (1401)",Air,Travelers,Air,89
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"RICHMOND-PETERSBURG, VA (1404)",Air,Conveyances,Air,21
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"RICHMOND-PETERSBURG, VA (1404)",Air,Travelers,Air,91
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"WASHINGTON, DC (5401)",Air,Conveyances,Air,2191
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,VA,"WASHINGTON, DC (5401)",Air,Travelers,Air,424122
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,WV,"CHARLESTON, WV (1409)",Air,Conveyances,Air,1
2023,FYTD,SEP,Coastal/Interior,BALTIMORE,WV,"CHARLESTON, WV (1409)",Air,Travelers,Air,10
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IA,DAVENPORT-ROCK ISLAND (3908),Air,Conveyances,Air,5
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IA,DAVENPORT-ROCK ISLAND (3908),Air,Travelers,Air,36
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IA,"DES MOINES, IA (3513)",Air,Conveyances,Air,16
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IA,"DES MOINES, IA (3513)",Air,Travelers,Air,79
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,"CHICAGO, IL (3901)",Air,Conveyances,Air,2622
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,"CHICAGO, IL (3901)",Air,Travelers,Air,508433
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,DUPAGE AIRPORT AUTH. (3984),Air,Conveyances,Air,30
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,DUPAGE AIRPORT AUTH. (3984),Air,Travelers,Air,205
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,MIDWAY INT'L AIRPORT (3910),Air,Conveyances,Air,334
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,MIDWAY INT'L AIRPORT (3910),Air,Travelers,Air,29728
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,"PEORIA, IL (3902)",Air,Conveyances,Air,11
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,"PEORIA, IL (3902)",Air,Travelers,Air,52
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,ROCKFORD AIRPORT (3909),Air,Conveyances,Air,9
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,ROCKFORD AIRPORT (3909),Air,Travelers,Air,60
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,WAUKEGAN AIRPORT (3981),Air,Conveyances,Air,17
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IL,WAUKEGAN AIRPORT (3981),Air,Travelers,Air,95
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,FORT WAYNE AIRPORT (4183),Air,Conveyances,Air,10
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,FORT WAYNE AIRPORT (4183),Air,Travelers,Air,34
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,"INDIANAPOLIS, IN (4110)",Air,Conveyances,Air,119
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,"INDIANAPOLIS, IN (4110)",Air,Travelers,Air,609
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,SOUTH BEND INTL ARPT SBN (3986),Air,Conveyances,Air,10
2023,FYTD,SEP,Coastal/Interior,CHICAGO,IN,SOUTH BEND INTL ARPT SBN (3986),Air,Travelers,Air,58
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KS,"WICHITA, KS (4504)",Air,Conveyances,Air,15
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KS,"WICHITA, KS (4504)",Air,Travelers,Air,79
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KY,BLUE GRASS AIRPORT (4184),Air,Conveyances,Air,27
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KY,BLUE GRASS AIRPORT (4184),Air,Travelers,Air,162
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KY,"LOUISVILLE, KY (4115)",Air,Conveyances,Air,312
2023,FYTD,SEP,Coastal/Interior,CHICAGO,KY,"LOUISVILLE, KY (4115)",Air,Travelers,Air,930
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,"DULUTH, MN (3510)",Air,Conveyances,Air,28
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,"DULUTH, MN (3510)",Air,Travelers,Air,114
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,"MINNEAPOLIS-ST. PAUL, MN (3501)",Air,Conveyances,Air,437
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,"MINNEAPOLIS-ST. PAUL, MN (3501)",Air,Travelers,Air,80930
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,ROCHESTER MN (3581),Air,Conveyances,Air,27
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MN,ROCHESTER MN (3581),Air,Travelers,Air,103
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"KANSAS CITY, MO (4501)",Air,Conveyances,Air,39
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"KANSAS CITY, MO (4501)",Air,Travelers,Air,968
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,SPIRIT OF ST. LOUIS AIRP (4506),Air,Conveyances,Air,13
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,SPIRIT OF ST. LOUIS AIRP (4506),Air,Travelers,Air,95
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"SPRINGFIELD, MO (4505)",Air,Conveyances,Air,7
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"SPRINGFIELD, MO (4505)",Air,Travelers,Air,48
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"ST LOUIS, MO (4503)",Air,Conveyances,Air,50
2023,FYTD,SEP,Coastal/Interior,CHICAGO,MO,"ST LOUIS, MO (4503)",Air,Travelers,Air,7434
2023,FYTD,SEP,Coastal/Interior,CHICAGO,NE,"OMAHA, NE (3512)",Air,Conveyances,Air,25
2023,FYTD,SEP,Coastal/Interior,CHICAGO,NE,"OMAHA, NE (3512)",Air,Travelers,Air,118
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"CINCINNATI, OH (4102)",Air,Conveyances,Air,42
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"CINCINNATI, OH (4102)",Air,Travelers,Air,7361
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"CLEVELAND, OH (4101)",Air,Conveyances,Air,68
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"CLEVELAND, OH (4101)",Air,Travelers,Air,1314
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"COLUMBUS, OH (4103)",Air,Conveyances,Air,54
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"COLUMBUS, OH (4103)",Air,Travelers,Air,328
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"DAYTON, OH (4104)",Air,Conveyances,Air,15
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"DAYTON, OH (4104)",Air,Travelers,Air,96
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,DHL COURIER (4197),Air,Conveyances,Air,527
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,DHL COURIER (4197),Air,Travelers,Air,1626
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,EMERY COURIER (4195),Air,Conveyances,Air,17
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,EMERY COURIER (4195),Air,Travelers,Air,99
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"TOLEDO, OH (4105)",Air,Conveyances,Air,112
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"TOLEDO, OH (4105)",Air,Travelers,Air,423
2023,FYTD,SEP,Coastal/Interior,CHICAGO,OH,"TOLEDO, OH (4105)",Land,Conveyances,Passenger Vehicles,68
2023,FYTD,SEP,Coastal/Interior,CHICAGO,PA,"ERIE, PA (4106)",Air,Conveyances,Air,78
2023,FYTD,SEP,Coastal/Interior,CHICAGO,PA,"ERIE, PA (4106)",Air,Travelers,Air,248
2023,FYTD,SEP,Coastal/Interior,CHICAGO,SD,"SIOUX FALLS, SD (3502)",Air,Conveyances,Air,40
2023,FYTD,SEP,Coastal/Interior,CHICAGO,SD,"SIOUX FALLS, SD (3502)",Air,Travelers,Air,136
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,APPLETON INTL ARPT (3781),Air,Conveyances,Air,9
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,APPLETON INTL ARPT (3781),Air,Travelers,Air,45
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"GREEN BAY, WI (3703)",Air,Conveyances,Air,36
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"GREEN BAY, WI (3703)",Air,Travelers,Air,162
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"MILWAUKEE, WI (3701)",Air,Conveyances,Air,30
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"MILWAUKEE, WI (3701)",Air,Travelers,Air,160
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"RACINE, WI (3708)",Air,Conveyances,Air,6
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"RACINE, WI (3708)",Air,Travelers,Air,17
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"SHEBOYGAN, WI (3707)",Air,Conveyances,Air,12
2023,FYTD,SEP,Coastal/Interior,CHICAGO,WI,"SHEBOYGAN, WI (3707)",Air,Travelers,Air,67
2023,FYTD,SEP,Coastal/Interior,HOUSTON,OK,"OKLAHOMA CITY, OK (5504)",Air,Conveyances,Air,8
2023,FYTD,SEP,Coastal/Interior,HOUSTON,OK,"OKLAHOMA CITY, OK (5504)",Air,Travelers,Air,41
2023,FYTD,SEP,Coastal/Interior,HOUSTON,OK,"TULSA, OK (5505)",Air,Conveyances,Air,4
2023,FYTD,SEP,Coastal/Interior,HOUSTON,OK,"TULSA, OK (5505)",Air,Travelers,Air,30
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,ADDISON AIRPORT (5584),Air,Conveyances,Air,35
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,ADDISON AIRPORT (5584),Air,Travelers,Air,199
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"AMARILLO, TX (5502)",Air,Conveyances,Air,1
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"AMARILLO, TX (5502)",Air,Travelers,Air,6
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"AUSTIN, TX (5506)",Air,Conveyances,Air,258
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"AUSTIN, TX (5506)",Air,Travelers,Air,31288
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,COLLIN CNTY REGN'L APT (5585),Air,Conveyances,Air,8
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,COLLIN CNTY REGN'L APT (5585),Air,Travelers,Air,50
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,CONROE-NORTH (CXO) (5382),Air,Conveyances,Air,19
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,CONROE-NORTH (CXO) (5382),Air,Travelers,Air,105
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"CORPUS CHRISTI, TX (5312)",Air,Conveyances,Air,2
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"CORPUS CHRISTI, TX (5312)",Air,Travelers,Air,13
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,DALLAS LOVE FIELD (DAL) (5588),Air,Conveyances,Air,112
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,DALLAS LOVE FIELD (DAL) (5588),Air,Travelers,Air,697
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"DALLAS/FT. WORTH, TX (5501)",Air,Conveyances,Air,2389
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"DALLAS/FT. WORTH, TX (5501)",Air,Travelers,Air,393210
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,FORT WORTH ALLIANCE  AP (5583),Air,Conveyances,Air,18
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,FORT WORTH ALLIANCE  AP (5583),Air,Travelers,Air,209
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"HOBBY AIRPORT, TX (5314)",Air,Conveyances,Air,437
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"HOBBY AIRPORT, TX (5314)",Air,Travelers,Air,33215
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,HOUSTON INTERCONTL (5309),Air,Conveyances,Air,2970
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,HOUSTON INTERCONTL (5309),Air,Travelers,Air,422039
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"HOUSTON, TX (5301)",Air,Conveyances,Air,3
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"HOUSTON, TX (5301)",Air,Travelers,Air,8
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,MEACHAM INTL ARPRT (FTW) (5589),Air,Conveyances,Air,21
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,MEACHAM INTL ARPRT (FTW) (5589),Air,Travelers,Air,116
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,MIDLAND INTER AIRPORT (5582),Air,Conveyances,Air,5
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,MIDLAND INTER AIRPORT (5582),Air,Travelers,Air,83
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"SAN ANTONIO, TX (5507)",Air,Conveyances,Air,220
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"SAN ANTONIO, TX (5507)",Air,Travelers,Air,23381
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"SAN ANTONIO,TX(INACTIVE) (2308)",Air,Conveyances,Air,201
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,"SAN ANTONIO,TX(INACTIVE) (2308)",Air,Travelers,Air,926
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,SUGAR LAND REGIONAL AIRP (5381),Air,Conveyances,Air,31
2023,FYTD,SEP,Coastal/Interior,HOUSTON,TX,SUGAR LAND REGIONAL AIRP (5381),Air,Travelers,Air,157
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,JOHN WAYNE AIRPORT (2787),Air,Conveyances,Air,53
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,JOHN WAYNE AIRPORT (2787),Air,Travelers,Air,6511
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,LOS ANGELES INT ARPT (2720),Air,Conveyances,Air,4630
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,LOS ANGELES INT ARPT (2720),Air,Travelers,Air,898108
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,ONTARIO INTL AIRPORT (2721),Air,Conveyances,Air,105
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,ONTARIO INTL AIRPORT (2721),Air,Travelers,Air,19823
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,PALM SPRINGS USER FEE (2781),Air,Conveyances,Air,20
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,PALM SPRINGS USER FEE (2781),Air,Travelers,Air,104
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,SAN BERNARDINO U.F. ARPT (2782),Air,Conveyances,Air,4
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,SAN BERNARDINO U.F. ARPT (2782),Air,Travelers,Air,24
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,SO. CALIF. LOGISTICS APT (2783),Air,Conveyances,Air,1
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,SO. CALIF. LOGISTICS APT (2783),Air,Travelers,Air,18
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,"UPS - (ONTARIO, CA) (2795)",Air,Travelers,Air,125
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,VAN NUYS AIRPORT (2788),Air,Conveyances,Air,67
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,CA,VAN NUYS AIRPORT (2788),Air,Travelers,Air,417
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,NV,"LAS VEGAS, NV (2722)",Air,Conveyances,Air,500
2023,FYTD,SEP,Coastal/Interior,LOS ANGELES,NV,"LAS VEGAS, NV (2722)",Air,Travelers,Air,76550
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"FORT PIERCE, FL (5205)",Air,Conveyances,Air,209
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"FORT PIERCE, FL (5205)",Air,Travelers,Air,840
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,FT LAUDERDALE INTL AIRPT (5210),Air,Conveyances,Air,2922
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,FT LAUDERDALE INTL AIRPT (5210),Air,Travelers,Air,251273
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"KEY WEST, FL (5202)",Air,Conveyances,Air,17
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"KEY WEST, FL (5202)",Air,Travelers,Air,66
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,MARATHON INTL ARPT (5281),Air,Conveyances,Air,9
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,MARATHON INTL ARPT (5281),Air,Travelers,Air,44
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,MIAMI INTL AIRPORT (5206),Air,Conveyances,Air,7953
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,MIAMI INTL AIRPORT (5206),Air,Travelers,Air,850190
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"WEST PALM BEACH, FL (5204)",Air,Conveyances,Air,430
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,"WEST PALM BEACH, FL (5204)",Air,Travelers,Air,2711
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,WITHAM FIELD GAF (SUA) (5283),Air,Conveyances,Air,55
2023,FYTD,SEP,Coastal/Interior,MIAMI,FL,WITHAM FIELD GAF (SUA) (5283),Air,Travelers,Air,230
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"BIRMINGHAM, AL (1904)",Air,Conveyances,Air,22
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"BIRMINGHAM, AL (1904)",Air,Travelers,Air,127
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"HUNTSVILLE, AL (1910)",Air,Conveyances,Air,3
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"HUNTSVILLE, AL (1910)",Air,Travelers,Air,14
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"MOBILE, AL (1901)",Air,Conveyances,Air,13
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AL,"MOBILE, AL (1901)",Air,Travelers,Air,47
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AR,"LITTLE ROCK, AR (2003)",Air,Conveyances,Air,7
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AR,"LITTLE ROCK, AR (2003)",Air,Travelers,Air,25
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AR,ROGERS MUNICIPAL AIRPORT (2084),Air,Conveyances,Air,20
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,AR,ROGERS MUNICIPAL AIRPORT (2084),Air,Travelers,Air,102
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"BATON ROUGE, LA (2004)",Air,Conveyances,Air,4
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"BATON ROUGE, LA (2004)",Air,Travelers,Air,21
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"MORGAN CITY, LA (2001)",Air,Conveyances,Air,1
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"MORGAN CITY, LA (2001)",Air,Travelers,Air,10
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"NEW ORLEANS, LA (2002)",Air,Conveyances,Air,85
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,LA,"NEW ORLEANS, LA (2002)",Air,Travelers,Air,6526
2023,FYTD,SEP,Coastal/Interior,NEW ORLEANS,MS,"GULFPORT, MS (1902)",Air,Conveyances,Air,6
